rank,school,grades,district,number_of_students,student_teacher_ratio,2017_rank,rank_change,fulltime_teachers,free_disc_lunch,avg_test_score,white,black,hispanic,asian,american_indian,pacific_islander,biracial,expected_test_score
417,Frank Love Elementary,"PK, KG-5",Northshore School District,658,17.5,246,171,38,0.196,0.605,0.597,0.026000000000000002,0.128,0.147,0.002,0.002,0.099,0.7601163261322911
418,Northwood Elementary,K-6,Puyallup School District,427,18.7,367,51,23,0.354,0.604,0.522,0.054000000000000006,0.138,0.122,0.002,0.021,0.141,0.6270390586984779
419,Olympic View Elementary,K-5,North Thurston Public Schools,510,16.6,403,16,31,0.439,0.604,0.525,0.043,0.184,0.055,0.016,0.031,0.145,0.5116778602202334
420,South Pines Elementary,"PK, KG-5",Central Valley School District,413,15.8,413,7,26,0.40700000000000003,0.603,0.797,0.040999999999999995,0.10400000000000001,0.006999999999999999,0.01,0.005,0.036000000000000004,0.5906965050975181
421,Crescent Heights,K-5,Tacoma Public Schools,483,18.9,443,22,25,0.344,0.602,0.491,0.10400000000000001,0.155,0.114,0.008,0.028999999999999998,0.099,0.6154939650143496
422,Woodin Elementary,"PK, KG-5",Northshore School District,613,18.4,400,22,33,0.299,0.601,0.43700000000000006,0.016,0.35700000000000004,0.114,0,0.005,0.07,0.6250722440359816
423,Geneva Elementary School,"PK, KG-5",Bellingham School District,462,18.6,475,52,25,0.268,0.599,0.831,0.015,0.08199999999999999,0.006,0.009000000000000001,0.002,0.054000000000000006,0.6881573238726002
424,Satsop Elementary,K-6,Satsop School District,70,19.8,687,263,4,0.414,0.599,0.743,0,0.18600000000000003,0,0,0,0.071,0.5598770399419541
425,York Elementary School,"PK, KG-5",Evergreen School District (Clark),538,16.9,531,106,32,0.413,0.598,0.684,0.013000000000000001,0.17300000000000001,0.045,0.004,0,0.08199999999999999,0.5793597023371708
426,Marvista Elementary,"PK, KG-6",Highline School District,634,18.8,368,58,34,0.385,0.594,0.505,0.139,0.20800000000000002,0.066,0.009000000000000001,0.022000000000000002,0.05,0.5507184916807206
427,Mt. Pilchuck Elementary School,K-5,Lake Stevens School District,668,19.9,218,209,33,0.37,0.594,0.763,0.015,0.114,0.018000000000000002,0.004,0.006999999999999999,0.078,0.612177110851006
428,Rainier View Elementary School,"PK, KG-5",Seattle School District,225,15,198,230,15,0.782,0.593,0.049,0.4,0.11599999999999999,0.289,0.009000000000000001,0.013000000000000001,0.124,0.32306876006150276
429,Reardan Elementary School,K-5,Reardan-Edwall School District,247,17.3,338,91,14,0.43700000000000006,0.593,0.8420000000000001,0,0.04,0,0.053,0,0.065,0.5811566454533169
430,Toledo Elementary School,"PK, KG-5",Toledo School District,318,17.2,319,111,18,0.503,0.593,0.855,0.006,0.085,0.009000000000000001,0.031,0,0.013000000000000001,0.5501345402090112
431,Cascade Elementary School,K-5,Kennewick School District,595,19.8,415,16,30,0,0.591,0.723,0.006999999999999999,0.218,0,0,0,0.052000000000000005,0.7914451696228068
432,Presidents Elementary,"PK, KG-5",Arlington School District,536,17.5,NA,(n/a),31,0.358,0.591,0.7609999999999999,0.004,0.14,0.006,0.009000000000000001,0,0.08,0.6086927012011233
433,Pe Ell School,"PK, KG-12",Pe Ell School District,274,13.7,528,95,20,0.588,0.591,0.861,0.004,0.073,0.004,0.011000000000000001,0,0.047,0.4903133716027906
434,Meadowdale Elementary,K-6,Edmonds School District,507,18.4,497,63,27,0.483,0.589,0.42200000000000004,0.087,0.231,0.15,0.002,0.002,0.107,0.5304419719737676
435,Madrona K-5 School,K-5,Seattle School District,307,11.4,733,298,27,0.5539999999999999,0.589,0.27,0.44,0.111,0.02,0,0,0.16,0.31461936893739256
436,Ilalko Elementary School,K-5,Auburn School District,609,17.5,520,84,35,0.54,0.588,0.353,0.038,0.32299999999999995,0.1,0.005,0.034,0.146,0.42046130874025295
437,Chambers Prairie Elementary School,K-5,North Thurston Public Schools,496,14.9,488,51,33,0.565,0.586,0.409,0.09300000000000001,0.23,0.05,0.002,0.03,0.185,0.3802684777249195
438,Hazelwood Elementary,K-6,Edmonds School District,505,18.3,455,17,27,0.34299999999999997,0.586,0.465,0.073,0.20199999999999999,0.16399999999999998,0.006,0,0.08900000000000001,0.649789482919293
439,Adna Elementary School,"PK, KG-5",Adna School District,273,18.4,205,234,15,0.278,0.585,0.89,0.011000000000000001,0.073,0.004,0.018000000000000002,0,0.004,0.6997222306366266
440,Badger Mountain Elementary,K-5,Richland School District,607,18.2,395,45,33,0.33799999999999997,0.584,0.6559999999999999,0.025,0.209,0.049,0,0,0.061,0.6215496563423601
441,Woodland Elementary,K-5,North Thurston Public Schools,494,14.8,318,123,33,0.342,0.584,0.581,0.038,0.19,0.04,0.006,0.022000000000000002,0.121,0.5839624736018033
442,Lackamas Elementary,K-6,Yelm Community Schools,326,16.8,656,214,19,0.439,0.5820000000000001,0.733,0.025,0.10099999999999999,0.006,0.018000000000000002,0,0.11699999999999999,0.5448440933213274
443,Foothills Elementary,K-5,White River School District,549,19.6,349,94,28,0.41200000000000003,0.581,0.818,0.009000000000000001,0.131,0.015,0.005,0,0.022000000000000002,0.6021431645488482
444,John Rogers Elementary School,K-5,Seattle School District,366,14.9,420,24,25,0.38,0.58,0.47,0.115,0.139,0.096,0.008,0.008,0.16399999999999998,0.5682835590657713
445,Sterling Intermediate School,K-7,Eastmont School District,891,19.7,355,90,45,0.5579999999999999,0.58,0.562,0.009000000000000001,0.389,0.006,0.004,0,0.028999999999999998,0.40112350348918724
446,Leland P Brown Elementary,K-5,Olympia School District,339,15.8,262,184,21,0.561,0.5770000000000001,0.6759999999999999,0.028999999999999998,0.13,0.018000000000000002,0.003,0.003,0.142,0.45193380792184074
447,Jackson Elementary School,"PK, KG-5",Everett School District,353,14.3,438,9,25,0.6629999999999999,0.5770000000000001,0.589,0.037000000000000005,0.215,0.025,0.003,0.011000000000000001,0.11900000000000001,0.36009198391625463
448,Yacolt Primary,"PK, KG-4",Battle Ground School District,827,18,477,29,46,0.42200000000000004,0.5770000000000001,0.9490000000000001,0,0.023,0.002,0.002,0,0.023,0.6310912517021071
449,Weyerhaeuser Elementary,K-5,Eatonville School District,276,20.8,366,83,13,0.42,0.575,0.87,0.004,0.04,0.004,0.004,0,0.08,0.6060140541880216
450,Roosevelt Elementary,"PK, KG-6",Spokane Public Schools,529,14.3,564,114,37,0.599,0.575,0.639,0.064,0.10400000000000001,0.042,0.006,0.017,0.129,0.4345404131250834
451,Rosalia Elementary & Secondary School,"PK, KG-12",Rosalia School District,183,10.5,343,108,17,0.645,0.574,0.9129999999999999,0.005,0.033,0.005,0.016,0,0.027000000000000003,0.4722018865718612
452,Meeker Elementary,K-6,Puyallup School District,412,18.8,451,1,22,0.27699999999999997,0.573,0.653,0.036000000000000004,0.138,0.044000000000000004,0.005,0.012,0.11199999999999999,0.6544556055291586
453,Lacey Elementary,K-5,North Thurston Public Schools,494,15.8,405,48,31,0.634,0.57,0.48,0.043,0.22899999999999998,0.047,0.012,0.027999999999999997,0.162,0.3590234626304248
454,Dayton Elementary School,"PK, KG-5",Dayton School District,201,11,372,82,18,0.5870000000000001,0.569,0.7809999999999999,0,0.174,0.005,0.01,0,0.03,0.4618324382285191
455,Palouse Elementary,"PK, KG-5",Palouse School District,97,14.3,525,70,7,0.371,0.569,0.9179999999999999,0,0.040999999999999995,0,0,0,0.040999999999999995,0.650481753839031
456,Richard Gordon Elementary,"PK, KG-5",North Kitsap School District,434,17.1,505,49,25,0.318,0.568,0.7509999999999999,0.006999999999999999,0.113,0.009000000000000001,0.013999999999999999,0.002,0.10400000000000001,0.6332787547549955
457,Terminal Park Elementary School,K-5,Auburn School District,481,16,590,133,30,0.7170000000000001,0.568,0.34299999999999997,0.11,0.243,0.055999999999999994,0.002,0.098,0.14800000000000002,0.27325278160599453
458,Hidden Creek Elementary School,K-5,South Kitsap School District,512,17.4,501,43,29,0.43200000000000005,0.5670000000000001,0.6990000000000001,0.002,0.129,0.035,0.016,0.013999999999999999,0.105,0.5632562146449225
459,Terrace Heights Elementary,K-5,East Valley School District (Yakima),534,17.7,375,84,30,0.573,0.5660000000000001,0.532,0.013000000000000001,0.401,0.015,0,0,0.039,0.3885134520869049
460,Orcas Island Elementary School,K-5,Orcas Island School District,202,15.3,412,48,13,0.485,0.5660000000000001,0.6779999999999999,0.01,0.233,0.01,0.01,0,0.059000000000000004,0.4967188805724432
461,Parent Partnerhip,K-12,Snohomish School District,92,26.6,NA,(n/a),3,0.217,0.565,0.88,0.022000000000000002,0.076,0,0,0,0.022000000000000002,0.7274367429397699
462,Skyline,"PK, KG-5",Tacoma Public Schools,377,15.9,410,52,24,0.602,0.563,0.552,0.14300000000000002,0.125,0.04,0.005,0.005,0.13,0.3989074127610998
463,Silverdale Elementary,"PK, KG-5",Central Kitsap School District,385,16.4,356,107,23,0.35100000000000003,0.563,0.629,0.023,0.106,0.039,0.008,0.018000000000000002,0.177,0.5946758962184632
464,Kitsap Lake Elementary,K-5,Bremerton School District,423,15.4,426,38,27,0.444,0.562,0.626,0.031,0.142,0.038,0.009000000000000001,0.013999999999999999,0.139,0.530667059429714
465,Fairwood Elementary School,"PK, KG-6",Kent School District,372,14.9,345,120,25,0.366,0.561,0.42200000000000004,0.08900000000000001,0.177,0.134,0.003,0.003,0.172,0.5939713238532311
466,Endeavour Elementary School,K-5,Evergreen School District (Clark),735,16.8,452,14,44,0.603,0.561,0.498,0.019,0.284,0.049,0.003,0.046,0.10099999999999999,0.38674826160261805
467,Burley Glenwood Elementary,"PK, KG-5",South Kitsap School District,477,19.5,561,94,24,0.424,0.5589999999999999,0.774,0.004,0.10300000000000001,0.01,0.004,0.017,0.08800000000000001,0.5737329208023274
468,Sunset View Elementary School,K-5,Kennewick School District,565,18.8,492,24,30,0,0.5579999999999999,0.6990000000000001,0.039,0.166,0.027999999999999997,0.005,0,0.062,0.8022775319504124
469,Stratton Elementary,"PK, KG-4",Newport School District,372,13.3,620,151,28,0.688,0.5579999999999999,0.8759999999999999,0,0.062,0.003,0.003,0.003,0.054000000000000006,0.42773184473136117
470,Sunnyslope Elementary School,"PK, KG-5",South Kitsap School District,506,20.2,388,82,25,0.354,0.5579999999999999,0.648,0.01,0.136,0.057,0.002,0.01,0.136,0.6154132260612033
471,Clover Creek Elementary,K-5,Bethel School District,737,17.7,557,86,41,0.539,0.557,0.486,0.084,0.18600000000000003,0.047,0.004,0.05,0.142,0.42242366203297455
472,Hawthorne Elementary School - Seattle,"PK, KG-5",Seattle School District,385,13,639,167,30,0.5710000000000001,0.556,0.27,0.257,0.19699999999999998,0.16399999999999998,0.003,0.005,0.10400000000000001,0.426921258179335
473,Clear Creek Elementary School,"PK, KG-5",Central Kitsap School District,494,14.1,572,99,35,0.47600000000000003,0.5539999999999999,0.607,0.036000000000000004,0.192,0.026000000000000002,0.008,0.002,0.128,0.490793885940588
474,Daffodil Valley Elementary,"PK, KG-5",Sumner School District,531,16.4,576,102,32,0.654,0.5539999999999999,0.591,0,0.311,0.026000000000000002,0.006,0,0.066,0.3672922739952881
475,Franklin Elementary,K-6,Port Angeles School District,421,16.5,439,36,26,0.5870000000000001,0.5529999999999999,0.732,0.013999999999999999,0.102,0.028999999999999998,0.033,0,0.09,0.4654406328741899
476,Julia Butler Hansen Elementary,"PK, KG-5",Olympia School District,460,16.8,546,70,27,0.489,0.5529999999999999,0.491,0.046,0.193,0.08900000000000001,0.024,0,0.157,0.4962563672615594
477,Phil Snowdon Elementary,"PK, KG-5",Cheney School District,484,17.2,610,133,28,0.49200000000000005,0.552,0.81,0.017,0.085,0.013999999999999999,0.021,0.004,0.05,0.5452819795298224
478,Graham Elementary,K-5,Bethel School District,711,17.7,399,79,40,0.414,0.551,0.6579999999999999,0.037000000000000005,0.125,0.017,0.003,0.013000000000000001,0.14800000000000002,0.5436680600632651
479,Evergreen Forest Elementary,K-5,North Thurston Public Schools,555,16.5,493,14,33,0.364,0.551,0.519,0.055999999999999994,0.168,0.038,0.027000000000000003,0.023,0.16899999999999998,0.5445161411804301
480,Mann,"PK, KG-5",Tacoma Public Schools,483,17.2,672,192,28,0.723,0.551,0.364,0.16399999999999998,0.205,0.06,0.012,0.021,0.174,0.27927362821913354
481,Mary Purcell Elementary School,K-6,Sedro-Woolley School District,421,14.4,631,150,29,0.7340000000000001,0.551,0.632,0.005,0.318,0,0.006999999999999999,0.002,0.036000000000000004,0.31113457835132924
482,Frederickson Elementary,K-5,Bethel School District,651,17.7,547,65,37,0.5589999999999999,0.5489999999999999,0.462,0.068,0.301,0.028999999999999998,0.003,0.018000000000000002,0.11800000000000001,0.38471986083481474
483,Isom Elementary School,K-5,Lynden School District,529,17.9,393,90,29,0.359,0.5489999999999999,0.6859999999999999,0.015,0.22699999999999998,0.026000000000000002,0.009000000000000001,0,0.036000000000000004,0.5986125428632999
484,Eatonville Elementary School,K-5,Eatonville School District,364,19.7,503,19,18,0.484,0.5479999999999999,0.835,0.003,0.08800000000000001,0.008,0.016,0.003,0.047,0.5545134654354302
485,Sultan Elementary School,K-5,Sultan School District,540,16.5,536,51,33,0.546,0.5479999999999999,0.706,0.011000000000000001,0.185,0.024,0.004,0.002,0.069,0.47880248710864026
486,Maltby Elementary,K-5,Monroe School District,457,19.6,385,101,23,0.23399999999999999,0.546,0.7609999999999999,0.004,0.14400000000000002,0.048,0.002,0.004,0.035,0.717662289092958
487,Image Elementary School,"PK, KG-5",Evergreen School District (Clark),706,16.4,380,107,43,0.588,0.546,0.578,0.027999999999999997,0.20800000000000002,0.044000000000000004,0.003,0.021,0.11800000000000001,0.4211366446309545
488,Shiloh Hills Elementary,K-6,Mead School District,543,15.9,459,29,34,0.7509999999999999,0.546,0.637,0.013000000000000001,0.109,0.017,0.018000000000000002,0.061,0.145,0.3163069230469693
489,Peter G Schmidt Elementary,K-5,Tumwater School District,662,18,480,9,37,0.38799999999999996,0.545,0.708,0.012,0.147,0.017,0.003,0.002,0.11199999999999999,0.5795769172461697
490,Pomeroy Elementary School,K-6,Pomeroy School District,166,17,449,41,10,0.53,0.5429999999999999,0.88,0,0.09,0.012,0,0,0.018000000000000002,0.5440616136456454
491,Parade,"PK, KG-12",Riverview School District,128,30.5,357,134,4,0.039,0.542,0.898,0,0.055,0.008,0,0,0.039,0.8207085218238239
492,Lowell Elementary - Everett,"PK, KG-5",Everett School District,501,16.2,570,78,31,0.6629999999999999,0.541,0.479,0.042,0.287,0.086,0.006,0.006,0.094,0.37374997349412725
493,Kenroy Elementary,K-4,Eastmont School District,468,16.8,348,145,28,0.583,0.54,0.513,0,0.455,0.006,0.002,0,0.024,0.36760995284681436
494,Berney Elementary School,K-5,Walla Walla School District,422,17.5,566,72,24,0.42200000000000004,0.54,0.765,0.006999999999999999,0.161,0.013999999999999999,0,0.002,0.05,0.5753432501690469
495,Pinewood Elementary,K-5,Marysville School District,559,20.6,476,19,27,0.47100000000000003,0.54,0.58,0.011000000000000001,0.256,0.028999999999999998,0.013000000000000001,0,0.113,0.48677245321878665
496,East Valley Elementary,K-5,East Valley School District (Yakima),584,18,466,30,32,0.647,0.537,0.452,0.005,0.5,0.002,0.006999999999999999,0.002,0.033,0.3051678848113852
497,Poulsbo Elementary School,"PK, KG-5",North Kitsap School District,516,16.1,514,17,32,0.314,0.535,0.6629999999999999,0.012,0.149,0.054000000000000006,0.016,0.004,0.10300000000000001,0.6434128660488684
498,Columbia Valley Elementary,"PK, KG-5",Evergreen School District (Clark),579,18.4,542,44,31,0.42100000000000004,0.535,0.5720000000000001,0.04,0.192,0.092,0.002,0.009000000000000001,0.095,0.5750954530876482
499,Louisa Boren STEM K-8,"PK, KG-8",Seattle School District,476,17.2,NA,(n/a),28,0.263,0.5329999999999999,0.521,0.126,0.124,0.092,0.002,0,0.134,0.6580063786333549
500,Meridian Elementary School,"PK, KG-6",Kent School District,646,16.7,498,2,39,0.499,0.5329999999999999,0.42100000000000004,0.08800000000000001,0.184,0.19,0.002,0.009000000000000001,0.105,0.5558439907992945
501,Sand Point Elementary,"PK, KG-5",Seattle School District,236,15,474,27,16,0.41100000000000003,0.5329999999999999,0.369,0.14400000000000002,0.12300000000000001,0.14,0,0,0.225,0.5499618383269338
502,Spokane Public Montessori,"PK, KG-8",Spokane Public Schools,463,18.9,600,98,24,0.309,0.5329999999999999,0.762,0.011000000000000001,0.071,0.011000000000000001,0.015,0.002,0.127,0.6444369712699795
503,Otis Orchards School,"PK, KG-6",East Valley School District (Spokane),438,15.6,558,55,28,0.578,0.532,0.8079999999999999,0.006999999999999999,0.073,0.018000000000000002,0.018000000000000002,0.005,0.071,0.4900088170012995
504,Leschi Elementary School,K-5,Seattle School District,399,16.5,589,85,24,0.506,0.532,0.32299999999999995,0.439,0.095,0.025,0.003,0.005,0.11,0.36584776566452776
505,Elk Ridge Elementary,K-5,White River School District,413,18.7,428,77,22,0.281,0.53,0.833,0.002,0.087,0.006999999999999999,0,0,0.07,0.6819935858960826
506,Fort Stevens Elementary,"PK, KG-6",Yelm Community Schools,615,17.9,552,46,34,0.507,0.528,0.66,0.01,0.133,0.024,0.018000000000000002,0.015,0.14,0.487905111630335
507,Willapa Elementary,K-5,Willapa Valley School District,160,16.4,454,53,10,0.494,0.528,0.8059999999999999,0,0.15,0.006,0,0,0.038,0.5351189835701682
508,Balboa Elementary,"PK, KG-6",Spokane Public Schools,373,15.8,463,45,24,0.405,0.528,0.7909999999999999,0.008,0.08800000000000001,0.008,0.003,0.003,0.099,0.5907116449018609
509,Morton Elementary School,"PK, KG-6",Morton School District,168,19,593,84,9,0.679,0.526,0.7859999999999999,0.018000000000000002,0.107,0,0.006,0,0.083,0.39808957816797724
510,Robert E Lee Elementary,K-4,Eastmont School District,481,16.7,573,63,29,0.736,0.525,0.426,0,0.522,0.006,0.004,0,0.042,0.25185822232622695
511,Sunrise Elementary,"PK, KG-6",Puyallup School District,528,18.5,545,34,28,0.513,0.52,0.551,0.027000000000000003,0.19899999999999998,0.036000000000000004,0.006,0.027999999999999997,0.153,0.4539289975691781
512,Arbor Heights Elementary School,K-5,Seattle School District,453,16,490,22,28,0.28,0.519,0.605,0.09300000000000001,0.11900000000000001,0.064,0.004,0.002,0.113,0.6529043744752516
513,Central Park Elementary,K-6,Aberdeen School District,158,15.7,379,134,10,0.456,0.517,0.728,0.006,0.158,0.019,0.006,0,0.08199999999999999,0.543409615885277
514,Cascadia Elementary,"PK, KG-5",Ferndale School District,479,17.3,507,7,28,0.44299999999999995,0.516,0.624,0.002,0.242,0.055999999999999994,0.015,0,0.061,0.547062370177511
515,Osborn Elementary,3-5,Cascade School District,291,16.9,NA,(n/a),17,0.498,0.515,0.667,0.01,0.306,0,0.003,0,0.013999999999999999,0.4745710473530731
516,Olympic Elementary,4-5,Chehalis School District,387,17.4,527,11,22,0.5710000000000001,0.515,0.7240000000000001,0.003,0.217,0.008,0,0,0.049,0.45401800107751433
517,McDonald Elementary School,"PK, KG-5",Central Valley School District,356,13.9,441,76,26,0.523,0.514,0.823,0.039,0.073,0.008,0.022000000000000002,0.008,0.025,0.5237392395656023
